"","pv","dpsi","qv"
"chr13:26676725-26681053:+:WASF3:r",1.00689846412046e-39,0.432089526012032,6.69028090604487e-39
"chr13:26680202-26681053:+:WASF3:r",2.05589943085626e-37,-0.427429550991323,1.30790197835324e-36
"chr15:22914883-22916476:-:CYFIP1:l",5.78097312378735e-72,-0.110276204028735,6.91404385604967e-71
"chr15:22914883-22916881:-:CYFIP1:l",9.6856153459114e-82,0.111852674816025,1.70352881672206e-80
"chr15:22918859-22925981:-:CYFIP1:l",7.18010231571755e-14,0.00452255471252216,2.16853595191874e-13
"chr15:22918859-22927905:-:CYFIP1:l",0.166763430037376,0.000805997138246166,0.206042419756923
"chr15:22928029-22931904:-:CYFIP1:l",6.4649139539747e-18,-0.00541724674459322,2.30120151456957e-17
"chr15:22928029-22932222:-:CYFIP1:l",1.67383554255378e-28,0.0139563901537005,8.07220689070292e-28
"chr15:22944940-22946991:-:CYFIP1:l",6.27004850037316e-15,-0.00448334684483465,1.97341526485429e-14
"chr15:22944940-22947002:-:CYFIP1:l",0.957251956519326,-0.00131433135067971,0.963698097640669
"chr15:22944940-22947168:-:CYFIP1:l",3.79434191660047e-15,0.010184971433232,1.23316112289515e-14
"chr15:22947292-22947910:-:CYFIP1:l",1.37021488699195e-08,-0.00748130014568059,3.41411876008828e-08
"chr15:22947292-22980286:-:CYFIP1:l",2.61221612872733e-10,0.0157758108154569,7.23196872675437e-10
"chr15:22916631-22917787:-:CYFIP1:r",8.4485886065667e-57,-0.107776827139208,7.65493331322255e-56
"chr15:22917030-22917787:-:CYFIP1:r",2.65577653504055e-63,0.109881640847491,2.73819718612802e-62
"chr15:22918859-22927905:-:CYFIP1:r",0.204652719193291,0.000750730325774453,0.249759849137935
"chr15:22926108-22927905:-:CYFIP1:r",0.000869065288566745,0.00020929620550969,0.00157485164413004
"chr15:22944940-22947168:-:CYFIP1:r",5.19685818507118e-15,0.00834018077081414,1.65304318865562e-14
"chr15:22947093-22947168:-:CYFIP1:r",2.28350820487349e-13,-0.00809164435966969,6.62882478890461e-13
"chr15:22947292-22980286:-:CYFIP1:r",0.195824479002875,-0.00939856090410074,0.239965242712539
"chr15:22947319-22980286:-:CYFIP1:r",0.0475751015137852,0.0104418135978236,0.0664717539842139
"chr17:49210842-49211106:+:ABI3:l",0.111238761877244,-0.000937978191499318,0.146521540974872
"chr17:49210842-49216530:+:ABI3:l",1.7601690028597e-10,0.01264009934704,4.91860310144906e-10
"chr17:49217916-49219043:+:ABI3:l",0.0431872747154492,-0.00119985480653467,0.0611990290991436
"chr17:49217916-49219516:+:ABI3:l",0.689484515349226,0.000523514714426107,0.733650783236365
"chr17:49217916-49219539:+:ABI3:l",0.00361430874652368,0.00489656746943812,0.0060373090235228
"chr17:49219954-49220168:+:ABI3:l",0.505220514877911,-0.00528277336697236,0.56170882149149
"chr17:49219954-49220171:+:ABI3:l",0.244474427746884,0.00790265941387252,0.290070848794914
"chr17:49220327-49222069:+:ABI3:l",0.698483919906204,0.00342429533971265,0.737974176862031
"chr17:49220327-49222090:+:ABI3:l",0.65862913598854,-0.00223978022155202,0.70584269412392
"chr17:49220327-49222551:+:ABI3:l",0.314613894329093,-0.00120096225990061,0.364610675986042
"chr17:49208891-49216530:+:ABI3:r",0.867199376980193,-0.000127363431961245,0.887988403140678
"chr17:49210842-49216530:+:ABI3:r",0.0949526139866376,0.00215550196241732,0.127313146107644
"chr17:49216681-49217738:+:ABI3:r",0.0132769363447171,-0.00841787840365813,0.0201512891729462
"chr17:49216699-49217738:+:ABI3:r",4.47736586488636e-09,0.02426416460584,1.16411512487045e-08
"chr17:49217916-49219539:+:ABI3:r",0.000982531450180641,0.00240669131433746,0.00176922568763671
"chr17:49219147-49219539:+:ABI3:r",0.000455571510077907,-0.00250900873648221,0.000846061375858971
"chr2:65227958-65239851:+:ACTR2:r",0.000151011523174043,-0.000644998459694901,0.000291306099542186
"chr2:65231646-65239851:+:ACTR2:r",0.0916950186505741,0.00067139397474181,0.123499146741088
"chr2:113890324-113913171:+:ACTR3:l",0.000988162842258628,-0.00041537900839328,0.00176922568763671
"chr2:113890324-113916883:+:ACTR3:l",0.0167337259727365,0.000325784619158632,0.0248924580390458
"chr2:113931397-113934157:+:ACTR3:l",1.88210774898207e-31,-0.0204170744753873,1.00491110168864e-30
"chr2:113931397-113934278:+:ACTR3:l",9.92168479837551e-31,0.0204575997983635,4.94430625785713e-30
"chr2:113890324-113916883:+:ACTR3:r",0.00819156270348447,0.00108414670139609,0.0127566523351138
"chr2:113913228-113916883:+:ACTR3:r",0.0041728113202708,-0.00113437850582576,0.00689320765061309
"chr2:182942164-182943146:-:NCKAP1:l",4.45000370735653e-14,-0.00169069590245677,1.3577052127547e-13
"chr2:182942164-182952404:-:NCKAP1:l",7.52107749435929e-13,0.00201355814037785,2.1623097796283e-12
"chr2:183003326-183023805:-:NCKAP1:l",0.556771544326601,0.000321470875035867,0.607571867714065
"chr2:183003326-183037991:-:NCKAP1:l",0.754865870181169,-0.00049521410561898,0.783697552722811
"chr2:183023917-183024977:-:NCKAP1:l",0.0102212698429849,0.0238854780380771,0.0156726137592435
"chr2:183023917-183037991:-:NCKAP1:l",0.119006925919376,-0.0243395577438349,0.152717042274221
"chr2:183003320-183023805:-:NCKAP1:r",0.00106531094812399,0.0142386332493221,0.00187369396170043
"chr2:183003326-183023805:-:NCKAP1:r",0.00154931980245048,-0.0140758530512755,0.00269329430774822
"chr2:183023917-183037991:-:NCKAP1:r",0.710906111134314,-0.0215193164219337,0.743220025276783
"chr2:183024996-183037991:-:NCKAP1:r",0.706407128173718,0.0221181235235576,0.741107829206813
"chr2:203328632-203366876:+:ABI2:l",0.585136513791756,0.00164903497347901,0.636126090358311
"chr2:203328632-203366880:+:ABI2:l",0.296626275957827,-0.00671319281418131,0.345102165413969
"chr2:203328632-203380207:+:ABI2:l",2.15923499532948e-13,0.00748375347882354,6.32952219219133e-13
"chr2:203367045-203375931:+:ABI2:l",0.0182030351217394,-0.000600102886924962,0.0268113670019709
"chr2:203367045-203376056:+:ABI2:l",5.57648216923627e-38,0.0444039717649318,3.62471341000357e-37
"chr2:203367045-203380207:+:ABI2:l",1.78281590167921e-24,-0.0387044632867658,7.83914639120711e-24
"chr2:203367045-203380211:+:ABI2:l",0.64844634344847,-0.00307353929290531,0.697429700327671
"chr2:203367045-203402575:+:ABI2:l",0.14125988248234,-0.000612475303064599,0.176281589304017
"chr2:203380385-203382188:+:ABI2:l",4.63056438945771e-10,0.0164951990126923,1.24733220941248e-09
"chr2:203380385-203383242:+:ABI2:l",7.67736354855307e-05,0.0106248984963748,0.000152021966954793
"chr2:203380385-203390001:+:ABI2:l",0.238080188237019,-0.000460415427177374,0.283609467262425
"chr2:203380385-203391045:+:ABI2:l",0.000443533983469731,-0.0225000160615879,0.000828854131609059
"chr2:203380385-203394796:+:ABI2:l",0.724302380660913,-0.00090830960654749,0.754586800758233
"chr2:203391144-203394699:+:ABI2:l",5.49121452376967e-29,0.0516176006609748,2.6915953157494e-28
"chr2:203391144-203395655:+:ABI2:l",9.82660205851845e-21,-0.038833877432744,3.76686412243207e-20
"chr2:203391144-203402575:+:ABI2:l",6.38309063843454e-05,-0.00495677218001138,0.000129832932033464
"chr2:203394847-203395655:+:ABI2:l",1.49122568441112e-19,0.0578683969584424,5.43751804437714e-19
"chr2:203394847-203395658:+:ABI2:l",0.000143205398161696,0.0139478092880079,0.000278041649677578
"chr2:203394847-203402575:+:ABI2:l",5.80703158049611e-41,-0.0723586192864455,4.03791265713567e-40
"chr2:203395781-203396784:+:ABI2:l",1.05804097945981e-06,0.00380845158281206,2.43349425275757e-06
"chr2:203395781-203402575:+:ABI2:l",2.30030785923697e-06,-0.0037944336335739,5.17136879632973e-06
"chr2:203402735-203407883:+:ABI2:l",3.59522915515173e-11,-0.0186220640390003,1.02378430227654e-10
"chr2:203402735-203411284:+:ABI2:l",0.00721324121788913,0.0184240376277807,0.0114721230007918
"chr2:203402735-203416907:+:ABI2:l",0.918083914425031,-3.44396110310563e-05,0.930532509874862
"chr2:203411372-203416907:+:ABI2:l",0.00411002031787667,-0.00876154681396024,0.00682720041691735
"chr2:203411372-203416913:+:ABI2:l",0.00504087526904298,0.00852772579930384,0.00819142231219485
"chr2:203325118-203366876:+:ABI2:r",2.20895564817347e-07,-0.00626655001071852,5.20061211656588e-07
"chr2:203328632-203366876:+:ABI2:r",0.587193314176903,0.00973923750249095,0.636126090358311
"chr2:203328632-203380207:+:ABI2:r",1.34770157742847e-13,0.00754268604876157,4.02962771651113e-13
"chr2:203346477-203366876:+:ABI2:r",1.37899987238509e-07,0.0014680298995403,3.27238858605667e-07
"chr2:203351679-203366876:+:ABI2:r",0.114444147292189,-0.00298655757102043,0.148133333508071
"chr2:203355325-203366876:+:ABI2:r",0.00753137223108573,-0.00196376601702923,0.011852001563656
"chr2:203367045-203380207:+:ABI2:r",6.72884354162468e-11,-0.0215483231133399,1.89804171598659e-10
"chr2:203367045-203391045:+:ABI2:r",0.127828992640883,0.00110288086187457,0.162641994892017
"chr2:203367045-203402575:+:ABI2:r",0.117596460882639,0.000110502358105872,0.15155750777547
"chr2:203367131-203380207:+:ABI2:r",0.769404798601817,-0.0059949333519321,0.796027802013645
"chr2:203376133-203380207:+:ABI2:r",1.65650217931212e-13,0.0199562642246583,4.90390249123091e-13
"chr2:203380385-203391045:+:ABI2:r",0.224260514522674,0.00145701887780469,0.271473254422184
"chr2:203380385-203394699:+:ABI2:r",0.00462972746882768,-0.00489360522505549,0.00756441810480588
"chr2:203382207-203391045:+:ABI2:r",5.15532792625749e-09,0.0139096476697302,1.32883021547499e-08
"chr2:203383322-203391045:+:ABI2:r",7.25989531517226e-05,-0.0147200243853624,0.000145685147599765
"chr2:203391144-203394699:+:ABI2:r",0.0208592721137899,0.00460159909434976,0.0304240115220643
"chr2:203391144-203395655:+:ABI2:r",2.68249212855102e-16,-0.0339093801890865,8.91183496040841e-16
"chr2:203391144-203402575:+:ABI2:r",0.000116117554157889,-0.00379743698718396,0.000226922540478488
"chr2:203394847-203395655:+:ABI2:r",2.20280688653036e-16,0.0344797646927767,7.40044111317502e-16
"chr2:203394847-203402575:+:ABI2:r",1.0817804509171e-33,-0.064885808881654,5.98985842267063e-33
"chr2:203395781-203402575:+:ABI2:r",4.85897904343261e-35,0.0706353867661001,2.84869555683598e-34
"chr2:203402735-203411284:+:ABI2:r",3.87100069955194e-15,0.0267566467759791,1.24454753673767e-14
"chr2:203402735-203416907:+:ABI2:r",2.0984712212696e-15,0.0548904509814095,6.89497686988583e-15
"chr2:203403362-203411284:+:ABI2:r",0.536948823165051,-0.00122421489666986,0.589036525010599
"chr2:203408003-203411284:+:ABI2:r",1.48080562633943e-17,-0.0253933164657864,5.20895155618223e-17
"chr2:203411372-203416907:+:ABI2:r",3.09219511426337e-14,-0.0537736606049073,9.63089936629947e-14
"chr2:218217255-218217462:+:ARPC2:l",0.000496917094107829,-0.00261566941583768,0.000917149451470622
"chr2:218217255-218225919:+:ARPC2:l",0.000829105911166736,0.0025570645213152,0.00151160163072472
"chr2:218234398-218238663:+:ARPC2:r",1.37624089034262e-158,0.0688915730948799,4.11496026212444e-156
"chr3:9804014-9806209:+:ARPC4:l",1.63711617833411e-155,0.0593737238709545,1.63165912440633e-153
"chr3:9804014-9810620:+:ARPC4:l",6.44088416902045e-156,-0.05829054871815,9.62912183268557e-154
"chr3:9801757-9803842:+:ARPC4:r",8.89098844582418e-31,0.00942585356264991,4.50577211068039e-30
"chr3:9803708-9803842:+:ARPC4:r",8.3275129354857e-68,-0.00950931866622107,8.89259417039366e-67
"chr3:10115820-10118905:+:BRK1:l",9.01480783485045e-43,-0.024393890728884,7.28493930437915e-42
"chr3:10115820-10125625:+:BRK1:l",5.56375112409322e-41,0.0240100426653626,3.96086091929493e-40
"chr3:10118971-10125611:+:BRK1:l",9.80227200938289e-09,-0.00647754892068409,2.48379604305549e-08
"chr3:10118971-10125625:+:BRK1:l",2.59453267834868e-06,0.00559866884426075,5.78929306586758e-06
"chr3:10118971-10126268:+:BRK1:l",1.88852247755177e-05,0.00133596370559362,4.03334443419985e-05
"chr3:10115815-10118905:+:BRK1:r",0.235454474909037,0.000808937440950448,0.281603551991208
"chr3:10115820-10118905:+:BRK1:r",0.505350076860237,-0.00100559915257648,0.56170882149149
"chr3:10115820-10125625:+:BRK1:r",1.10426297936392e-72,0.0298202358695676,1.37572762845755e-71
"chr3:10118971-10125625:+:BRK1:r",5.07230469944843e-74,-0.0301695579853756,7.5830955256754e-73
"chr5:157360373-157360554:+:CYFIP2:l",7.72821608913607e-32,-0.0744855883961261,4.20133929209397e-31
"chr5:157360373-157360559:+:CYFIP2:l",4.3487754260071e-25,-0.0490623821441028,1.94072216772556e-24
"chr5:157360373-157361467:+:CYFIP2:l",1.36557312632155e-42,0.124053021045279,1.07449043360564e-41
"chr5:157389428-157390520:+:CYFIP2:l",5.90954725387649e-17,0.034479024645886,2.00790298739667e-16
"chr5:157389428-157392832:+:CYFIP2:l",4.33565398340398e-06,-0.02143966956728,9.602670674354e-06
"chr5:157360373-157361467:+:CYFIP2:r",2.43667706785422e-31,0.103040140396198,1.25614904015244e-30
"chr5:157360623-157361467:+:CYFIP2:r",2.43667706785422e-31,-0.10304618272878,1.25614904015244e-30
"chr5:157383360-157389188:+:CYFIP2:r",0.531615389066332,0.00170299391034545,0.586542440335178
"chr5:157384531-157389188:+:CYFIP2:r",0.123297388062264,-0.000756488307113862,0.157546662524003
"chr5:157389428-157392832:+:CYFIP2:r",5.16458297051412e-06,-0.018874338719076,1.11899297694473e-05
"chr5:157390669-157392832:+:CYFIP2:r",0.000705434609156315,0.0185737200316459,0.00129401808673459
"chr6:110105580-110107050:-:WASF1:l",0.112909444213243,-0.00167664583446974,0.146782277477216
"chr6:110105580-110107076:-:WASF1:l",0.112909444213243,0.00167664583446969,0.146782277477216
"chr6:110108682-110111294:-:WASF1:l",0.0222347782343266,-0.00522674211853505,0.0322728091847751
"chr6:110108682-110113325:-:WASF1:l",0.00275582786657353,0.0067967932781412,0.00468177575059934
"chr6:110113461-110127468:-:WASF1:l",0.00881602101583843,-0.00495501724722069,0.0136579807447445
"chr6:110113461-110179438:-:WASF1:l",0.020616775778972,0.00426463304262904,0.0302177252838855
"chr6:110127630-110160634:-:WASF1:l",4.62343228434268e-08,-0.100869892541174,1.13311987952333e-07
"chr6:110127630-110177146:-:WASF1:l",0.514717376215412,-0.00804105243461557,0.570001835142252
"chr6:110127630-110178597:-:WASF1:l",1.2734871215901e-06,0.0669455937558606,2.90666144546137e-06
"chr6:110127630-110179438:-:WASF1:l",0.00535806035548442,0.0597471216578975,0.00861322605532172
"chr6:110127630-110179840:-:WASF1:l",0.00943485336481282,-0.0200970783305944,0.0145413461653558
"chr6:110105577-110107076:-:WASF1:r",0.454551395351801,-0.00542084789239958,0.514813890947683
"chr6:110105580-110107076:-:WASF1:r",0.289010376011569,0.00773991755087644,0.337555087607262
"chr6:110108682-110113325:-:WASF1:r",3.44251038602378e-08,0.0303821828120824,8.50669921835627e-08
"chr6:110111382-110113325:-:WASF1:r",6.5222571360739e-08,-0.0296380848048264,1.57270555135976e-07
"chr6:110113461-110179438:-:WASF1:r",0.112698088745215,0.0054415118931248,0.146782277477216
"chr6:110127630-110179438:-:WASF1:r",0.00460399107122442,0.0670546194125589,0.00756369961701155
"chr6:110160733-110179438:-:WASF1:r",0.074793413239982,-0.0311757713871788,0.102115208030843
"chr6:110178743-110179438:-:WASF1:r",0.233485164571821,-0.0297887043601114,0.281500258899091
"chr6:138424817-138425566:-:NHSL1:l",2.14428097071841e-27,-0.0648829572618562,1.00178126600751e-26
"chr6:138424817-138429710:-:NHSL1:l",4.28384667328311e-28,0.0818442141776015,2.03312723065341e-27
"chr6:138424817-138447000:-:NHSL1:l",0.000236362047215126,-0.0157171708482189,0.000450141733231355
"chr6:138424817-138429710:-:NHSL1:r",0.439166981337971,0.00640006893333156,0.499281092851914
"chr6:138427437-138429710:-:NHSL1:r",0.141251509491831,-0.0059654909000896,0.176281589304017
"chr7:99326005-99333324:+:ARPC1A:l",0.0315528413333599,-0.00255869796223296,0.0453572094167048
"chr7:99326005-99338180:+:ARPC1A:l",0.046157126891293,0.00194553881678609,0.0647933377488104
"chr7:99326005-99338180:+:ARPC1A:r",0.322079024630728,-0.000679744821874305,0.371820958936632
"chr7:99333418-99338180:+:ARPC1A:r",0.00018686203772574,0.00157144748958493,0.000358152238974334
"chr7:99338286-99348851:+:ARPC1A:r",0.0371483958863891,0.0014306577095546,0.0531453127752647
"chr7:99344516-99348851:+:ARPC1A:r",0.040378302622717,-0.0014744357980444,0.0574910118294875
"chr7:99348960-99353908:+:ARPC1A:r",3.19993752085164e-20,0.0123539977659004,1.18121150461067e-19
"chr7:99374782-99385701:+:ARPC1B:l",5.33005556387249e-23,0.0202191199121866,2.15363055891605e-22
"chr7:99377456-99378080:+:ARPC1B:l",0.0436179734250368,-0.0032775689500373,0.0615178021419151
"chr7:99377456-99385701:+:ARPC1B:l",0.979408195786178,0.0018033864663457,0.982694800470025
"chr7:99374782-99377337:+:ARPC1B:r",0.000290644565802793,-0.0267598787901956,0.000550017247943259
"chr7:99374782-99377357:+:ARPC1B:r",0.157632160128402,-0.00109519640709954,0.195568530615736
"chr7:99374782-99385701:+:ARPC1B:r",1.70915798157322e-85,0.0418408884036771,3.19398897806495e-84
"chr7:99376575-99377337:+:ARPC1B:r",2.91684914650652e-05,0.0291819875912476,6.05651315837119e-05
"chr7:99376575-99377357:+:ARPC1B:r",0.096243765819645,0.00186801585931331,0.128220671256437
"chr7:152801732-152811696:+:ACTR3B:l",1.03224427979548e-100,-0.344071808580757,2.57200866382374e-99
"chr7:152801732-152814549:+:ACTR3B:l",4.66441654517611e-101,0.353163230386562,1.39466054700766e-99
"chr7:152814646-152816480:+:ACTR3B:l",0.00247359784525089,-0.00226931716688483,0.00422631860417152
"chr7:152814646-152820298:+:ACTR3B:l",2.67516988107053e-05,0.00368329044812069,5.6728779747524e-05
"chr7:152814646-152820302:+:ACTR3B:l",0.460718297570213,0.000164678463159333,0.519829324428278
"chr7:152816589-152819366:+:ACTR3B:l",2.11483841079446e-20,-0.0161521541149494,8.00426183326006e-20
"chr7:152816589-152819754:+:ACTR3B:l",0.537815957618373,-0.000734487679904015,0.589036525010599
"chr7:152816589-152820298:+:ACTR3B:l",1.00457786876385e-21,0.0349876169881963,3.95222082579463e-21
"chr7:152816589-152820302:+:ACTR3B:l",8.26366681662689e-07,-0.015612792574903,1.9153770373422e-06
"chr7:152825123-152842483:+:ACTR3B:l",0.00167195630806677,0.0159402832112842,0.00288968171162986
"chr7:152825123-152852125:+:ACTR3B:l",3.67772582659423e-10,-0.0442177946632996,9.99672747410612e-10
"chr7:152825123-152853493:+:ACTR3B:l",1.73107368381603e-06,0.00451393039729549,3.9211441777348e-06
"chr7:152825123-152854457:+:ACTR3B:l",0.0001143997293188,0.0139189736337382,0.000225036309646849
